date,z1_mixed,z2_rates,z3_inflation,z1_mixed_s,z2_rates_s,z3_inflation_s,hmm_state,regime,regime_gate,composite_score
2024-08-15,-3.2919716963185137,0.7988234675747283,-0.1266129678479028,-0.5300302909713668,-0.510834881344586,0.11501075272072322,0,Strong Bull,1.0,-0.23426294820717125
2024-08-16,-0.06713026042932531,-1.2665602522020654,-0.4373597286948748,-0.44748151829562605,-0.5237010554847596,0.13470981665355913,0,Strong Bull,1.0,-0.09880478087649402
2024-08-19,-1.1906373944157411,-0.9487035847907043,1.1042692901365976,-0.3839503085132004,-0.49942426978906795,0.18301235785381673,0,Strong Bull,1.0,-0.02629482071713149
2024-08-20,1.115058898172702,-1.2318732088706803,0.9475540840231303,-0.2800847444356477,-0.45268351834329446,0.18525205243993528,3,Mild Bull,1.0,0.16175298804780874
2024-08-21,-0.6202934173703366,-0.7469042090559591,0.7767322950997904,-0.24597636248851246,-0.3669832823711517,0.1493766454468941,3,Mild Bull,1.0,0.247808764940239
2024-08-22,0.6306113866476408,2.228863610596797,-0.19156137648955399,-0.19315212779728602,-0.2622870000647685,0.08213345597120811,3,Mild Bull,1.0,0.39920318725099607
2024-08-23,-2.093308910721439,-2.0208818467868817,-1.435562356204846,-0.18151606882830595,-0.2821482482914637,0.02857500811856023,3,Mild Bull,1.0,0.40398406374501994
2024-08-26,-0.17999637399629526,0.5604387943764755,-1.3461700063862023,-0.07429036776466919,-0.21507281659338798,0.048223428482082664,3,Mild Bull,1.0,0.4549800796812748
2024-08-27,0.03458504969126037,0.11897134274161286,0.8209651325636644,0.03822063361054878,-0.18677296544380542,0.13759152058901933,3,Mild Bull,1.0,0.4908366533864542
2024-08-28,1.1115912235234942,0.8629160973066696,0.75188380969081,0.1509134141817312,-0.17376032970349378,0.1927909320972237,3,Mild Bull,1.0,0.5402390438247012
2024-08-29,-0.682503962226445,0.6936711573275621,-1.3166304675964542,0.21557230428582555,-0.2125815153136903,0.22003569972574877,3,Mild Bull,1.0,0.5681274900398406
2024-08-30,-2.261328546921489,1.2600796321401215,1.914976267793368,0.3251350077155334,-0.29671533455594945,0.324113775720384,1,Bear,0.0,0.6804780876494023
2024-09-03,5.347775356899971,-1.5539106231804873,1.7546710345502305,0.5640208888770922,-0.4586889021330121,0.34864872711137007,1,Bear,0.0,0.8223107569721115
2024-09-04,1.040451479453769,-2.7322615798909333,1.107616268835281,0.5637190466375072,-0.565901383657701,0.3028825631304131,1,Bear,0.0,0.8119521912350598
2024-09-05,2.4568488062401483,-1.2539402206131218,-0.9070304418597873,0.5395805827571091,-0.5647958553707284,0.21687971386421281,1,Bear,0.0,0.7665338645418327
2024-09-06,4.113190132341125,0.8137921509075031,0.4435214270416533,0.419578707702559,-0.5292331088216361,0.18707237238421248,1,Bear,0.0,0.752191235059761
2024-09-09,-2.8912928113674297,-1.568873144803158,0.18890159643345128,0.11489626141608056,-0.5608216252590007,0.1444425781713401,3,Mild Bull,1.0,0.5705179282868527
2024-09-10,0.6041853732889191,-2.074231144172998,1.7049361299725176,-0.039476731231222306,-0.5420075657191574,0.09958983304536217,3,Mild Bull,1.0,0.4924302788844621
2024-09-11,-0.5762271226520492,0.13221499166782616,0.15467444384977147,-0.2260328291045321,-0.44658232725662206,-0.025530226926973487,3,Mild Bull,1.0,0.33545816733067724
2024-09-12,-2.338676438476297,-0.033390207410323364,-1.7452815325867423,-0.3950792123004661,-0.38009695474030913,-0.1596605204381464,0,Strong Bull,1.0,0.12828685258964145
2024-09-13,-1.8000067087185103,-1.7864687274686326,-0.35187924088574585,-0.4669457341876086,-0.3309469195904955,-0.21450976334188954,0,Strong Bull,1.0,0.011952191235059806
2024-09-16,-1.1184642941014427,-2.045239812216486,-0.4757357382014785,-0.472159207348206,-0.20902079404677498,-0.26249053236843983,0,Strong Bull,1.0,0.003984063745019972
2024-09-17,-0.04706287674034755,1.350164898557782,-0.8949175009179344,-0.4450574261711415,0.004716282405430983,-0.29980904110333817,0,Strong Bull,1.0,0.011155378486055717
2024-09-18,0.5102827474491789,2.8412404320978446,0.5953672131924196,-0.4378553724656168,0.15118092805001945,-0.3073721268475067,0,Strong Bull,1.0,-0.025498007968127484
2024-09-19,-3.6446267178086114,-0.5879796688249425,-1.5702060167467906,-0.47806022475583176,0.16314259849221668,-0.3600721795936716,0,Strong Bull,1.0,-0.13625498007968131
2024-09-20,0.8008087992390387,0.020258208361013635,-0.9088193712250492,-0.35993675239340783,0.21266038230027184,-0.3522655404821805,0,Strong Bull,1.0,0.1067729083665339
2024-09-23,-0.5796487064176166,0.4660652485821959,-0.20965298955505232,-0.29985055761260626,0.2717982748052899,-0.316631209833546,0,Strong Bull,1.0,0.16733067729083662
2024-09-24,0.01828990518820079,-0.8463720267211114,-1.272508078888726,-0.22577445539155414,0.3212228186214627,-0.2863457901988361,2,Neutral,0.5,0.23745019920318733
2024-09-25,1.640064961425577,2.699011250186679,1.2435757221015338,-0.16390157119948978,0.42902710470476413,-0.20675225612963177,2,Neutral,0.5,0.31792828685258967
2024-09-26,-0.5961252987529424,-0.5552961036451283,1.8188243912980313,-0.19222701363867872,0.42333218351396984,-0.1996751209719857,2,Neutral,0.5,0.34820717131474105
2024-09-27,-0.0595405448135317,-1.3012472085800384,-0.8354546544071828,-0.20035754182215448,0.4665686766811305,-0.29352296142784046,2,Neutral,0.5,0.4119521912350598
2024-09-30,-1.2154914398813756,1.4008578873332533,0.7034206883961311,-0.21552891985606137,0.5981959641113495,-0.3602742172347281,2,Neutral,0.5,0.38406374501992036
2024-10-01,2.306797907178916,-1.5477041739929103,-3.164272232578302,-0.18070217188870258,0.6896901553804733,-0.4802102183231587,2,Neutral,0.5,0.45498007968127485
2024-10-02,-0.20317742823694607,2.096568839760095,-0.8358115740328557,-0.27025042787472464,0.8930540631182662,-0.46594311869883215,2,Neutral,0.5,0.3011952191235059
2024-10-03,0.559740995105315,3.6843032910535416,-2.314179483132905,-0.3631523338426357,1.0362422320239677,-0.4331825963078044,2,Neutral,0.5,0.149800796812749
2024-10-04,-3.883211069167648,3.03489686162553,0.2196044597210653,-0.5021989062579442,1.0470273479781904,-0.3063722295755217,2,Neutral,0.5,-0.24302788844621515
2024-10-07,2.1278240934102874,2.938373141101314,-1.7932657176954214,-0.4721948705277675,0.9584189882500462,-0.20586069730806833,2,Neutral,0.5,-0.13784860557768921
2024-10-08,-1.3695059172332047,-1.087787999312869,3.359772345666926,-0.5721917829944936,0.7708129208793388,-0.025978914021247253,2,Neutral,0.5,-0.3290836653386454
2024-10-09,-3.0299430476302347,0.9913356921881732,1.149267547580033,-0.632322988749284,0.6761368995182417,-0.015384693718834885,2,Neutral,0.5,-0.43585657370517916
2024-10-10,0.8137151117515125,0.7999795254732456,-1.9282646873363307,-0.5725731915600271,0.565700938523648,-0.06302308548136587,2,Neutral,0.5,-0.4382470119521913
2024-10-11,-3.462939557612267,-0.4947023705967441,-0.1564249779386649,-0.5821378095363471,0.4435510481815745,-0.017399397151148632,2,Neutral,0.5,-0.37131474103585665
2024-10-14,-2.203475381036407,-0.26324925396864474,1.3486631785740117,-0.44766234010887107,0.3683138287784169,0.03517557021844444,2,Neutral,0.5,-0.17609561752988048
2024-10-15,3.4946845842860763,-2.2125735185257223,1.148832596699443,-0.22539621863501816,0.3246547635126124,0.022076157170259125,2,Neutral,0.5,0.2
2024-10-16,-1.5385070511156627,-1.411699728720947,-0.08173151698577212,-0.18913413730722006,0.4078571123487246,-0.0473610778543854,2,Neutral,0.5,0.25338645418326683
2024-10-17,-0.11799275255469958,3.2122571340625163,-0.8495996322152042,-0.08540341028899984,0.5820373032383204,-0.11507979092246051,2,Neutral,0.5,0.0860557768924303
2024-10-18,-0.7334120799238639,-0.6745648745577321,0.13545848229883267,0.01995678384250532,0.6247065025867062,-0.14607251192589848,2,Neutral,0.5,0.15458167330677286
2024-10-21,1.2412266603910898,4.185624165517927,-0.6977370826324061,0.16298542116232895,0.7323392707923142,-0.19114178264057302,2,Neutral,0.5,0.19362549800796816
2024-10-22,0.5580171959634276,-0.11650370779975872,-1.482300929850549,0.2521019965207145,0.6673077942616414,-0.21088128835565592,2,Neutral,0.5,0.21673306772908368
2024-10-23,2.4908481291996747,2.0608255001283045,0.4875926633389057,0.3259228119069645,0.6414668928340387,-0.16704981199599417,2,Neutral,0.5,0.26454183266932274
2024-10-24,0.4391506729700307,-1.2533001674544784,-0.3638043303298701,0.2914973614285789,0.5446580610417227,-0.1559504594030774,2,Neutral,0.5,0.3075697211155378
2024-10-25,0.7509026630262796,1.3080443078648953,-0.8438769192862036,0.24968924537312076,0.5377471406742166,-0.134458413263821,2,Neutral,0.5,0.17370517928286855
2024-10-28,-1.0986174991146849,0.36743644664984926,1.7667716466748236,0.18282045843500466,0.49232136194717663,-0.0774954418234455,2,Neutral,0.5,0.14900398406374504
2024-10-29,0.5477574469522738,-0.6868909075639557,0.0590394056006796,0.18002356937437303,0.45313982898500305,-0.11274582480798344,2,Neutral,0.5,0.14900398406374504
